Product_name,Price,Rating,Review,Summary
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Wonderful,Very good quality product. Better than my expectations. If you provide good ventilation it does nice cooling then. I could feel the air 25 feet away. Couldn't try more than that but i think you could feel it a bit more far away as well. Water easily lasts for about 8-9 hours. Good in this price(9200) range after 10 percent discount.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Ok kind of cooler..not effective in hot conditions,"Delivery was on time, Flipkart service was awesome on time. But the cooler doesnt seem to be so costly as it doesnt cool really well even after filling it up with full water. It can be ok during warm nights but it wont make you feel any ease in hot conditions. The plastic build also looks very cheap and below standard. I am ok with it but not very satisfied."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Don't waste your money,"Water pump is not throwing a lot of water, that's why it's throwing warm air. Not satisfied with this kind of pump quality. I have paid a lot for this, not worth the money. There is no work of ice chamber. I need a partial refund."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Worth every penny,"A quality product from Crompton. It looks exactly like in the website, is easy to set up and use. Please refer the room size charts while buying from the product line, this one is meant for a somewhat large room. There are 3 speed controls, a couple more on the lesser side would have been better. The smell from the cooling pads reported in a couple of other reviews was there, but mostly dissipated within the first 8 hours of use. Finally, this cooler consumes a lot of water (~3L/hr.), so it w..."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Terrific purchase,Great job by fk faster delivery awesome product I got brand new air cooler . At first I checked it's sounds not bad as I read in review.Air delivery is much better .one thing to say delivery boy most helpful so guys must go for it. But I have doubt is this model same to ozone 55 because I ordered this &got ozone 55 . according to sailer both r same then why fk shows different model& Price
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Nice,"Very bad ever packageing by Flipkart I have seen when I open its outer layer it's been already open looks like used product, air throw quality is not good as expected it's water meter is very top of its water tank if you want to see it's minimum level of water then u have to fill atlest 50 liter of water . No any support of up and down its air wing and it's not cover very much area ,, overall just ok not very satisfied"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Mind-blowing purchase,"Great Product!!! This come with very Nice packing by Seller, Not a single crack or scratch in it, also it's Brand new Mfg and truly Original. Generally people avoid this type of stuff online but I try also have return policy for any damage so I ordered it and within 3 days they delivered this Amazing Room cooler, Now come in price range its little costly but Crompton didn't compromise quality, major features already you can see in description other than this Fan is little noisy and its wit..."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Wonderful,"It's been 10 days since I'm using this air cooler.once it is on, We can feel cool breeze in 10min.but we feel humidity if we use it for more time which is common with air coolers. Easy to move and fill water. cooler need to be drained often. Knob is down below near wheels.editing here after 3 months use. I used hard water for 3months with frequent draining. After 3months pump stopped pumping water and releasing hot air once it is on.i opened and cleaned pads, pump and water distribution pipes..."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Value-for-money,"Crompton offers this range of coolers (ozone) with multiple capacity of water tank, though the fan motor and air flow capacity remains the same, which should not have been the case. I bought the 88 litre model, satisfied with cooling, but the castor wheels are not strong enough for the weight of 88 litre filled water tank. Suggestion is to go for 75 litre instead of 88 litre variant."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Unsatisfactory,"Its vertical Swing quality is bad. When you set to upward then automatically it goes to down. Due to this air goes to down. We cant set direction as we want.Vertical Swing is useless.Water filling opening box is too small. When u fill with jug many water goes to outside cooler. Ice chamber is useless. Ice cube water goes to 88 liter chamber, how some ice can cool 88 ltr - Ice chamber need to direct connect to honeycomb pad and slides that it cool instantly.It make some noise too during..."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Utterly Disappointed,"Never purchase cooler from FlipkartMy 10500 wastedPump not working, honey comb dry,not giving cool air,the up and down slider is also not working when you manually do it up it Will go down itself after few minutes giving only air in downwardI am a regular Flipkart customer and was trusting Flipkart but after this cooler purchasing experience i hate Flipkart from now and I'll never do any order at FlipkartI've requested for return that was 7 days replacement policy butTechnician came and..."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Brilliant,very happy with this cooler - - it's giving fine cooling at less speed inside the house also... got very less price as compared to market price .. got with very good packing.... thanks flipcart....
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Best in the market!,"Awesome product with great cooling effect no need to put ice, it will feel like running ac with fan. cooling effect is really good. Go for it without second opinion."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Mind-blowing purchase,It's a very good coolerQuality I'd good Water capacity is very good but it will be finished in fee hours nly..It can make a big room coolOnly drawback is short power cord and it's a bit noisy even in low speed Over all its a very good product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Good quality product,"Value for money.Pros,1.Cooling effect - gives better cooling2.Air delivery - strong and powerful fan3.Capacity - 88 litresCons.1.Noise - Fan noise and water dripping noise2.Material used - Looks like cheap plastic in some corners.3.Power cable - too small, really need an extension to use.Only for people who wants to sleep in silent place - Don't buy this."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Simply awesome,Good product and best performance Crompton desert air cooler #75 and fabulous swing pump and three step speed controller....... thanks so much I love you Crompton.....
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Classy product,Nice product by Crompton. Value for money on flipkart.Quick delivery took just 2 days.Pros:Exact dimensions as shown in product details.Big water tank(75L).Good air throw sufficient for 200-250 sqft room.Water pump & swing can be run independently controls are on the same knob.Water pump is fixed at the bottom so it doesn't bash around while moving.Internal parts like fan & water pipes are well fitted.Side trays lets extra water back in the water tank.Honeycomb gives a better cool...
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Just wow!,"Flipkart delivered Crompton Desert Air Cooler 88 Litres well before the schedule date. Before buying I compared with Bajaj Desert Coolers, here Crompton seems to be much better based on the Fan speed and Quality. Water tank capacity of 88 Litres is much needed. Crompton gives Honey Comb Cooling pads for better cooling compared to Wood Wool. It cools the room efficiently which makes us much comfortable in summer of Chennai City."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Awesome,Great product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Wonderful,Wow great job Flipcart. Fast delivery. Product arrived 2 days before expected date. Product is good and value for the money. Thanks. -
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Brilliant,Using it for last 10 days!One of the best coolers i have come across. Got it at a price of Rs 8099. Had a lots of research about coolers before buying it and here are my suggestions:1. Proper cross ventilation is required for optimal cooling so install it near the window where natural air circulation occurs.Honeycomb cooling pads are good as it has larger pores for air suction.2. Calculate air delivery requirement for your room. Desert coolers are generally meant for large rooms and hal...
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Great product,Good experience nice cooler for 7500/_Cooling is great even lowest speed is enough for 10*10feet room.automatic fills water on connection.level indicated is big .fan height is also good.fan blades are of steel.honey comb pads over all good experience
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Wonderful,"I am writing this review after 2 months of usage... Pros:I am using this cooler in Hyderabad (around 11 X 14 sq feet room).. It perfectly really suits for this whether condition. Air flow is excellent.. It has an Ice Chamber, Easily movable using the 4 wheels provided,Light weight, Vertical Swing.. If I fill complete 75 liters of tank, I get it for almost 16 hours. I feel better performance when I open windows and use a tray of Ice in the cooler.You can easily remove old water by pl..."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Awesome cooler,In gurgaon at 45 degree it is working on speed 1 like AC. Very happy with it. Finishing is not the best but it really does not matter when it give such cooling.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Cool Cooler for Extreme Summer heat,"This is a wonderful product at the mentioned price rangeThe capacity of 75L makes it a wonderful to use product with one refill for upto 3 days(6 hrs each day)It is easy to move and filling up of water with an inlet pipe can be done very fastThe inlet is in the front, allowing external pipe to be fitted very easilythe cooler take 5 mins to reach full potential and then it cools the room so easily and effectivelytemp for a medium sized hall comes down from 40 to 28 celcius in 15 mins"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Worth every penny,"Cooling is good, it depends where you placing cooler. Don't place the cooler close to window, the humidity will be high. Keep the distance of atlist 8-9 feet from window and open the window. I've already tried the same. Previously it was close to my window and it felt like more humidity, wet body, so irritating. But now the distance is 9 feet from window and the right side of the cooler is face to window. And the cooling is awesome, now I'm decreasing the fan speed at night."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Just wow!,I went on to buy this cooler reading the already posted reviews. This device is awesome. Cools my room in 5 mins even though i never operate it on full swing. The room gets really cold at night to the extent that i require something warm to cover myself up. Keep up the good work Crompton.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Highly recommended,It's a very good cooler. Cooling capacity is very good. The best thing is that i have moving the cooler with full capacity (88L) from one place to another. I have used the ice chamber only once then i don't used the ice chamber bcoz the cooling capacity is very good and u don't need the ice. After used 10days i have post my review. Without any 2nd thinking go for it.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Excellent,"Awesome product....after comparing with various brands like Symphony, usha, Orient i have chosen this. I got this for 7600. Works efficiently by placing it in a good ventilation area and run at low speed for better cooling. Can go for it without any second thought and you won't regret your decision."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Perfect product!,Best of Best...it's a king of desert cooler. Plastic could have been better but that's not at all issue. You can close your eyes and hit buy button. Very less noise. Great air delivery. Best cooling with 4 way deflection. You may need extra extension board for this. Moving such heavy tank is easy on wheels. There is lock too. Just beware of children at home. They can easily put hand/fingers inside.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Just wow!,"Crompton ozone 88 cooler was amazing , We are fully satisfied.Thanks to Flipkart.Overall experience is good , value for money -.I recommend to everyone that you can buy this cooler without any doubt."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Terrific purchase,"Ordered on 22nd Feb 21..Got Delivered on 25th Feb 21..Fastest delivery by Flipkart, I thought it's to early to give review about this pro,but after 3 months of usage here are my reviews,Super fabulous Cooler,no need for an air-conditioner, Have been using this cooler throughout the summer, Getting good sleep at night with my whole bedroom getting cooled when turned on.Didn't face any Issues with this cooler till date, why to purchase costly Air Conditioner and bearing more electricity charg..."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Decent product,Good air delivery. This is its pro and con. Because of heavy air delivery you cannot use this as fan. Otherwise this is very good if you live in hot dessert area. Do NOT BUY if you are from humid coastal area. It is not effective by a powerful fan instead.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Perfect product!,"Cooler is excellant giving air upto 15 feet in the room size 12*15 feet.Good design with no water leaks. 3speeds ,even good cooling at lowest speed and used in summer with 40 deg C. Noise is more,but bearable. Honey comb mat is added advantage.As per specs it consumes 190 watts.Movement is easy with castor wheels. Electric chord length is only one meter.overall best cooler in it s range .Recommanded to others.I A Rao."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Good,"Have been using for almost a month now. One thing you definitely need to know is keep the cooler where fresh air ventilation is there. Otherwise the room will just become humid. The cooling for me has not been that great. Dont know exactly how it provides maximum cooling and not make the room more humid. Using it in pune climate. It partially does the job for me. If anyone has had good experience with the product, can help me out on how the maximum cooling can be achieved ."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Simply awesome,best product packing and delivery. i love this product. i am totally satisfied with this product. honey comb pad is good for extra cooling. at this price it is a good deal �� - -
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Terrific,"Though the product is very good but the flipkart service is not upto the mark.First they sent me a damaged product with case open,no shrink wrap,broken plug,multiple damages.Even though there is a replacement policy it took time and my patience to deliver good product.I FULLY RECOMMEND TO BUY THIS PRODUCT BUT NOT FROM FLIPKART."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Great product,"Excellent buy. was a bit hesitant seeing the negative reviews. even in the hottest day, this cooler keeps the room cool with ltl ice added from the top tray. have been using for few weeks and very satisfied with the purchase."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Perfect product!,Writing review after 1 week usage. This is brilliant cooler at the price. I got this for 7600 after bank discount. Looks brilliant with white and blue color combination. Easy to move and cools nicely. I will recommend to buy this.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Delightful,"Good product by crompton and flipkart delivery is good. product delivered with original packing , same as given specification. I Am satisfy with product. Cooling is good , air delivery also nice. Thank you flipkart."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Just wow!,"I am writing this review after using cooler for a month. I would say it is silent enough. It cool down your bed room within 15-20 mins, so you can put it On before going to room. As of now I am running it on level on and most of the time I have to switch pump off in mid night as you start feeling cold. Very effective cooling and run well on inverter. Excellent build quality. you may feel fishy smell for few days but It will go off once you change water."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Worth every penny,"Best in the classExtremely light and awesome looks and very easy to maneuver around thanks to the 4 wheels at each corner with wheel locking feature. Talking about its main function that is cooling ,so let me tell you it worth every penny and cools the room in around 10 min of medium size .It got 5 iron blades which works fine and tank capacity is very large .I would recommend go for the lower capacity which would cost 1000 rupees less."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Terrific,"Excellent Cooler, I was actually looking for a plastic body beautifull looking Air Cooler which can replace iron body exhaust fan cooler in my 500 sqr ft hall, though no cooler can really replace the exhaust fan cooler but after using it for a week I can say that this cooler is the best among all and have excellent air throw with high cooling with no noise level and nice looks. I purchased it after a lot of research and I am happy with the performance - -. Only better option is Crompton Optimu..."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Just okay,"Writing this review after using this cooler for 4+ months in Nagpur (where temperature goes till 48 degrees and is an extremely hot region).Light weight, sturdy, stylish, does not make a lot of noise either. This cooler will work absolutely fine until March. But during the months of April and May, when summer will be at its peak, it will work only as a personal cooler, and you'll have to keep it hardly 1 meter away from yourself to feel the cool air."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Nice product,"This is a cooler, so please do not expect ac like cooling. This provides good amount of cold air. The room may become humid in places/regions with higher humidity, so please use cross ventilation. This is a value for money product and it is pretty big. Looks very good in room. The air throw is sufficient for rooms with 150-250 sqft size. The delivery was good, and the delivery personnel went out of his way to help get the huge package to 2nd floor. Thanks a lot."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Cools well but the User Manual can be improved,The cooler was home delivered. It came in good condition. The cooler operation is simple. The wheels are sturdy and it is easy to move around. The main problem is with the manual. The manual does not give details on how to clean the filters and how to drain the water tank. The manufacturer could have created a simple youtube video on how to do this and not left it to the amateurs.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Worth every penny,"It's excellent..will feel some odour for 1 or 2 days due to honeycomb but then the smell will go...pls don't forget to have some space behind cooler otherwise humidity will increase. I felt the same but when I changed location,it if giving wonderful results.Requires AC comforters after 2 hours.Water tank capacity is good and it will last for more than whole night in continuous use.Water level indicator is very clear. Wheels are good and locking system is also there. overall worthy and good."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Worth every penny,"Giving this review after 4 months usage, this is really good cooler, cooling 12*11 bedroom within 2 hours but proper ventilation should be there, lit it sound is there I think the sound is common for all coolers this is good recommended to buy"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Simply awesome,"Wonderful product as expected reduces the room temperature, nice air flow . Intial use will give a stink smell, after first five hours everything seems to be normal . Ice chamber does it's job , for best results Mix some ice while filling the tank. Cord length is small but manageable. Flipkart delivered in a week , packing was perfect. 5* for now will re review after few weeks"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Terrific,Loved it... Excellent Air thruogh... I searched almost 15 days for best cooler. Finally got good one with reasonable price.. Thanks to flipkart and Crompton �
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Unsatisfactory,"Air throw is very disappointing.I thought it was a good cooler but it's not. They mentioned that it is for 450sq feet but it can't even cool my little 150sq feet room in 40 degree temp, also i have tried all the way for ventilation but it always creates humidity and that's the bad part .I suggest to don't buy this you can even buy a local brand cooler from the show which far better than this."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Worth the money,Product is good with good look and compact design .Airflow is also good while considering for Medium Hall .But the problem is if you try to adjust vents/blades they will automatically bend downwards due to airforce. It would be better if they stand still however we want.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Worth every penny,I have purchased this cooler from flipkart. It's an amazing products. Value for money. you have to use blanket if you run this cooler at high speed even in hot hummid summer. Guys please go ahead and buy it. This cooler can chilled a room size 400 to 500 sqft. Thank you flipkart. I love this product.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Fabulous!,"after use of one month, very nice product, work well , less sound , better cooling"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Excellent,"it's excellent product from Crompton. Superb Cooling without any sound, light weight, beautifully designed, very good quality..Thanks flipkart for amazing product...I am satisfied with this purchase.. Thanks a Lot to seller and Flipkart.. - - -�"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Did not meet expectations,It is old model and don't have outlet for draining dirty water. we have to clean it manually and do lot of physical work. Usually the water becomes stinky once in a month. we have to remove the screws and use motor to pump out the water. the screws are not stainless steel. so they get rusted easily and makes it difficult to remove. The wheels get stuck within a month. There's no manual how to remove and clean honeycomb. The only positive point is its air throwing capacity and ability to cool ...
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Best in the market!,Very good product..reliable product from the brand. not disappointed this tym after returning usha air king which was a waste..you can go for this one for sure. good air throw..nice cooling ice chamber; castor wheel evrythng working just great. only one thing which i want to highlt is just the front louver. the osclitor is good. working perfectly but the front oscltor should hve been better. overall great buy. go for it
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Decent product,value for money but bit noisy. good enough for large rooms. need good air cross section. water capacity is huge.good air throw.. noisy enough to keep outside. can't watch TV while cooler is in room.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Don't waste your money,"I baught this cooler looking at the number of reviews and rating as I always do and as expected Cooler built quality is good but the main function of cooling has a design defect. The water supplied through the channel has some design defect because of which none of the honeycomb panels gets wet completely and hence cooling effect is very less. People may not have noticed this if they are from relatively not that hot places like pune, mumbai or Bangalore etc. I would not recommend this product..."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Terrific,Very good product... If you have a cross ventilation in your room so this product is so nice for you... Very less noise and give a instant cool air... A little humidity.. Fan speed is very good... Appropriate value for money...
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Just wow!,It is a very good product you must buy it it has three side honeycomb pad and dis cooler gave a very nice air flow its exact height is 10 cm and you don't be hesitate to buy this product It has good swing and nice water tank of capacity 88 litres and I got a good delivery by Flipkart and Crompton is a good brand
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Just okay,"Not a great product, the finishing of the product is not look like it is branded one just looks like ordinary roadside product, not expected this type of product from crompton. I have shared my view after 2 days of usage. The 3 star is for its price, go for symphony, this is not trust worthy"
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,good,Good
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",3,Fair,this product is very nice and good the motor was working good at very speed and very cool
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Awesome,Excellent air cooling.. the water will last you easily for two nights n the cooling gets real effective if u place it near a window n yes just make sure you Change ur water every week so to keep it clean n free from any smell.. it's size is similar to ur 16 L fridge but much slimer n yeah that's all for now but will update my review soon after quarter year
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Great product,Cooling is excellent even in large hall. Delivery of the product is really fast I got the item in 2days first time I am experiencing this fast delivery. And packing of the product not good time god there is no damage found in cooler.Con's:-1. Cooling the room is very fast.2. Air flow also good.3. Fan blades are made by metal because of this blades doesn't bend while cooler is running.4. Motor is also made by Crompton.5. Ice adding chamber also really cool.6. Coaster wheels are really ...
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Awesome,If placed in a well ventilated area the cooling of this desert cooler is pretty decent. The water tank of 88 liter is enough for a full day continuous use. Built quality is robust. The delivery experience was very good as the product was delivered with proper company packing and was handeled with care.
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Terrific purchase,Cooler is good but air up done setting is not good but all is ok I am happy you can purchase this cooler very nice product
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Brilliant,"To be very honest with you I was a bit sceptical before buying this product. Wheather it will be able to live up to my expectations!!But after using this product for the last 5 months it has removed all the doubts I had. Yes, a small shout to you guys over here. IT'S NOT A AC!! So don't expect it will cool the entire room within half an hour or it will work like a window AC and all.I can share some tips which will definitely help you to get decent cooling experience. Make sure the water f..."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Worth the money,this is honey comb cooler with giant water storageI have one thing like very much is that air throw.I am satisfied with this cooler.pros1.good air throw2.chill room quickly if good ventilation3.invertel competiblecros1.some time it's make very humidity in roomit depends on climate2. in high speed it's make very noise but adjustable
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",5,Highly recommended,Good product. Delivery boys good best coler thank you for filipcard
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",4,Worth the money,"Received a replacement for previously delivered damaged product. Replacement process was hassle free; kudos to that. This is a good cooler for the price. Totally worthy of 4 stars.Pros:Very good cooling effect.Good breeze speed. Breeze can be felt even 15 feet away.Con:The body is not very sturdy, although, it can not be called weak either."
"Crompton 75 L Desert Air Cooler-(White, Teal, ACGC-DAC751)","₹10,499.00",1,Did not meet expectations,Not a good body. Delivery of this product is not safe it get break. Working is also not good . - -
